,MFCC,Centroid,Rolloff,Flux,Zero Crossing Rate,OSC,Low Energy,OMSC,MSFM,MSCM,Genre
35,"[ 0.22847057 -0.00348217 -0.16171961 -0.18052809 -0.01794576 -0.24092511
 -0.02328489 -0.23659595 -0.04035886 -0.16883031 -0.05293886 -0.1127278
 -0.00747361 -0.0564294   0.02628407]",0.014434458340372412,0.0057098388671875,3.624726377579464e-05,0.0045928955078125,"[-0.43961065 -0.41340557 -0.30982604 -0.36618937 -0.39210668 -0.43272883
 -0.46739578 -0.4810684  -0.56873517  0.05269452  0.17498381  0.10489952
  0.19006034  0.18067063  0.16090981  0.13120452  0.11533999  0.19773775]",3.90625,"[-0.08055311  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.62519063 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.13786399  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
36,"[ 0.25834096  0.09707898  0.00217913 -0.14613458 -0.06288093 -0.23476369
 -0.09337981 -0.20363026 -0.01287252 -0.09461421 -0.04503347 -0.14372447
 -0.08505026 -0.11736945  0.00398998]",0.011466986756104433,0.004804229736328125,3.0148094593728795e-05,0.003717803955078125,"[-0.43437509 -0.40780662 -0.30791626 -0.36197718 -0.43171263 -0.45588999
 -0.48980672 -0.50566643 -0.58374773  0.05391107  0.14445177  0.14729657
  0.14049394  0.17108325  0.14094855  0.13014047  0.11967437  0.17010399]",5.9375,"[-0.16584591  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.63767809 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.36158821  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
37,"[ 0.32704971  0.01801162  0.01882032 -0.08017183 -0.00208902 -0.15861251
 -0.02963195 -0.16426916 -0.04195326 -0.09693653 -0.01790925 -0.08798761
 -0.09383861 -0.12015746 -0.06593673]",0.009643519413902808,0.004199981689453125,1.4161230489805924e-05,0.004022979736328125,"[-0.48504252 -0.43810177 -0.37621546 -0.44561044 -0.48586976 -0.51095423
 -0.54662294 -0.57108929 -0.63700709  0.05281018  0.16425163  0.1240245
  0.16502738  0.15821388  0.13886077  0.12902006  0.1087003   0.13938483]",6.5625,"[-0.28016307  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.66807171 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[6.93028688 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0
38,"[ 0.24936332  0.04811106 -0.09393769 -0.11741054 -0.05579109 -0.24013949
 -0.03530401 -0.24951948 -0.0463086  -0.19371016 -0.00099643 -0.0992225
 -0.01101973 -0.08688874  0.0019541 ]",0.01409175478659629,0.004871368408203125,3.596750578380463e-05,0.00432281494140625,"[-0.42029097 -0.39393643 -0.31916039 -0.35912215 -0.40120393 -0.42318667
 -0.44989517 -0.47925877 -0.56749201  0.0423548   0.18614296  0.14115326
  0.19180819  0.1781854   0.14837521  0.12423988  0.11578393  0.20572059]",5.0,"[-0.12218888  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.57622559 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.00510453  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
39,"[ 0.4649874  -0.01125385 -0.09175568 -0.12641243 -0.10514249 -0.28541825
 -0.13699009 -0.18664804 -0.06061438 -0.08051265 -0.01142384 -0.0759376
 -0.00567994 -0.07238045 -0.07757643]",0.006736277070608787,0.0040191650390625,7.684182266084967e-06,0.003076934814453125,"[-0.48567696 -0.45753199 -0.37603003 -0.41091574 -0.46974068 -0.48834858
 -0.53877251 -0.57041355 -0.62827955  0.05788052  0.0960607   0.15345494
  0.1984533   0.16869842  0.14016228  0.12978311  0.10365664  0.13657385]",5.78125,"[-0.42828488  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.62932662 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.93734686  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
40,"[ 0.07869727  0.0295234   0.20871873 -0.1603636   0.03669364 -0.16661666
  0.01865885 -0.11589092  0.03449766 -0.13218213  0.03558926 -0.05849864
  0.01601594 -0.03068963  0.08893502]",0.021248473754126425,0.01586456298828125,3.473357363238805e-05,0.010372161865234375,"[-0.36453345 -0.28104682 -0.29434089 -0.31958417 -0.38310639 -0.40324818
 -0.40280914 -0.39896873 -0.57325606  0.12315657  0.07586728  0.09657971
  0.1263381   0.1478939   0.12517522  0.1164634   0.09566759  0.2236686 ]",4.84375,"[-0.04953438  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.56748682 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[14.0721436  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",0
41,"[ 0.09511796  0.00650865  0.1894235  -0.07671428  0.09379677 -0.1288099
 -0.0032267  -0.1249845   0.07847305 -0.09564509  0.03515327 -0.08524686
 -0.01052809 -0.03006957  0.03115106]",0.020445776561661792,0.015039825439453125,2.9346950779300044e-05,0.01017608642578125,"[-0.36654259 -0.28464594 -0.29036021 -0.32491632 -0.38830738 -0.38910554
 -0.40641696 -0.41239757 -0.57169633  0.12007708  0.09305797  0.10168826
  0.11301312  0.13948038  0.12452293  0.10928389  0.10310326  0.21755608]",5.78125,"[-0.00739234  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.58728181 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.49386534  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
42,"[-0.03714099  0.09804964  0.34870366 -0.07978139  0.04545607 -0.17566343
  0.05158215 -0.14307035  0.00127136 -0.06686759  0.06042067 -0.13670645
 -0.0687264  -0.09323058  0.04377734]",0.024032909477046758,0.0213531494140625,2.0588493495343934e-05,0.013507080078125,"[-0.38654099 -0.31120604 -0.31622497 -0.35884418 -0.42069013 -0.43675419
 -0.42682967 -0.41839491 -0.58706055  0.13004278  0.10368527  0.12485533
  0.12207117  0.13159399  0.13163184  0.14744606  0.1098667   0.22820502]",6.25,"[-0.1161856  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]","[0.59526053 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.81262864  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
43,"[ 0.11266254 -0.01832073  0.12931337 -0.08319664  0.07259933 -0.14713191
 -0.02280931 -0.17309923  0.04285183 -0.06903362  0.06135384 -0.07812714
 -0.00026457 -0.05047169  0.02759301]",0.019724785141148733,0.010491943359375,2.9640604670736978e-05,0.008846282958984375,"[-0.3715512  -0.29518388 -0.29323776 -0.31204148 -0.37229298 -0.37709384
 -0.39707714 -0.41221649 -0.57650016  0.12264365  0.09153578  0.09702105
  0.10080251  0.11612737  0.11020219  0.0946589   0.08854677  0.219678  ]",5.78125,"[-0.00836677  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.58048651 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.68066528  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
44,"[ 0.07035837  0.08978187  0.23093393 -0.13394372  0.08748945 -0.11823154
  0.04675231 -0.10569867  0.04484499 -0.07234338  0.02774487 -0.10938245
 -0.01698352 -0.07221536 -0.02088818]",0.021592677870365923,0.011687469482421876,3.090984962490882e-05,0.009752655029296875,"[-0.36198993 -0.26382868 -0.28967477 -0.32212479 -0.38150612 -0.40042473
 -0.40745256 -0.40075339 -0.57510503  0.12339412  0.08179426  0.10900191
  0.09718657  0.14608743  0.11326205  0.10586827  0.09452919  0.22372343]",5.625,"[-0.01995792  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.592655 0.       0.       0.       0.       0.       0.       0.
 0.       0.      ]","[14.65728528  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
45,"[ 0.1718863   0.20466222  0.28866839 -0.11035466  0.01362964 -0.191798
 -0.04759179 -0.18761655 -0.01317949 -0.09236119  0.0034122  -0.11247292
 -0.0428343  -0.0457055   0.0169629 ]",0.014687014815237334,0.0021209716796875,3.860278602978668e-05,0.00365447998046875,"[-0.37154518 -0.27037339 -0.24849281 -0.31337755 -0.4045472  -0.42282892
 -0.4267973  -0.42213375 -0.56422421  0.11022471  0.07869786  0.08580899
  0.12147794  0.11686922  0.09403555  0.09831269  0.08359754  0.18420546]",5.625,"[-0.09965653  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.57314726 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[15.18592473  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
46,"[ 0.15027098  0.18957006  0.24649507 -0.09650852  0.02768601 -0.18306166
 -0.01938514 -0.15165672  0.00377589 -0.0562839   0.0236445  -0.08280687
 -0.01453346 -0.04354728  0.00325941]",0.016864538253321095,0.002623748779296875,2.03959577283106e-05,0.005045318603515625,"[-0.38049126 -0.30966636 -0.30831132 -0.33620537 -0.41313652 -0.43537351
 -0.43838058 -0.43451763 -0.58298422  0.12656646  0.12084863  0.12552857
  0.12400663  0.11585782  0.10377133  0.09952953  0.08721817  0.19723171]",6.09375,"[-0.05857231  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.60050292 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.14326979  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
47,"[ 0.14562012  0.07605446  0.22622838 -0.21157111  0.00324883 -0.19869832
 -0.02685609 -0.12320358  0.06302081 -0.02183329  0.04526962 -0.11174182
 -0.02861757 -0.04082515 -0.02303483]",0.017969359841535852,0.0045745849609375,1.745370281884413e-05,0.0069305419921875,"[-0.40965951 -0.34054979 -0.31535004 -0.30967993 -0.39665026 -0.41672871
 -0.42588406 -0.42686044 -0.58591659  0.13999829  0.13632467  0.12111713
  0.10857892  0.13742595  0.10472426  0.1023713   0.10000169  0.20318676]",6.09375,"[-0.07129958  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.57491526 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[15.73672596  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
48,"[ 0.09727073 -0.07347123  0.21482454 -0.09066818  0.05882716 -0.13484191
  0.03102675 -0.1304372   0.03072571 -0.14392154  0.01573067 -0.07551163
 -0.0027945  -0.05537634  0.03083475]",0.020154650781858095,0.015196990966796876,2.869995770072515e-05,0.010135650634765625,"[-0.37912825 -0.31118359 -0.302027   -0.32660057 -0.37085676 -0.3895866
 -0.39326824 -0.41588891 -0.5747766   0.12259714  0.11145622  0.11155668
  0.10194303  0.11252319  0.11732816  0.109539    0.10232153  0.21235099]",5.3125,"[0.03542216 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.56633192 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.79044875  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
49,"[ 0.27512149  0.08018343  0.24967843 -0.16085199 -0.02465683 -0.2500095
 -0.09406777 -0.14199107 -0.0682866  -0.08366801  0.03061891 -0.05502141
 -0.02166962  0.01333195 -0.00399179]",0.012023614433737926,0.003404998779296875,1.9669920958641113e-05,0.00396575927734375,"[-0.40758782 -0.36019702 -0.30692191 -0.32894024 -0.42172467 -0.44108656
 -0.46512541 -0.47023157 -0.59559735  0.1420963   0.09896545  0.11712115
  0.13553206  0.11436177  0.09550808  0.11806339  0.10849695  0.15888431]",5.46875,"[0.00776458 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.58245961 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.10871393  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
50,"[ 0.14087031  0.00586375  0.22452619 -0.06641592  0.04084595 -0.14443207
  0.02114002 -0.08413223  0.06142448 -0.06867792  0.05551932 -0.04988368
  0.05502612 -0.04599715  0.00947727]",0.01842541014676747,0.00823516845703125,3.6668428886166214e-05,0.0078155517578125,"[-0.35268836 -0.25252925 -0.28821592 -0.32000795 -0.36588128 -0.38690699
 -0.38823175 -0.40947662 -0.57432683  0.12924346  0.06777591  0.0882573
  0.12918553  0.10757775  0.11137071  0.09890092  0.09061224  0.21472328]",6.5625,"[0.16573671 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.59368144 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.11880749  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
51,"[ 0.15511351 -0.15187325  0.26467689 -0.13293118  0.0042556  -0.07522721
  0.04251082 -0.09822512  0.02529506 -0.10069182  0.02854007 -0.05677654
  0.03291571 -0.06757722 -0.00539975]",0.018762344835273687,0.022015380859375,4.358914566558458e-05,0.0121124267578125,"[-0.35717568 -0.25094564 -0.28130114 -0.30252137 -0.33351352 -0.35752439
 -0.353341   -0.40106967 -0.55631528  0.11833094  0.08019075  0.09594013
  0.10850518  0.11006108  0.10235379  0.10544495  0.11560236  0.1944188 ]",5.78125,"[0.06752582 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.56618244 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[14.90775076  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
52,"[ 0.2625959  -0.03296275  0.3259383  -0.06703057  0.04208311 -0.06534656
 -0.00414974 -0.08051146 -0.00495075 -0.08901818  0.03276319 -0.01617727
  0.03886001 -0.01783154 -0.03111841]",0.014365244632255515,0.008562469482421875,1.4389901165798333e-05,0.006792449951171875,"[-0.40387876 -0.32848605 -0.35651792 -0.39619322 -0.43990827 -0.46558398
 -0.46485923 -0.50425616 -0.62061373  0.12391694  0.09896927  0.12038507
  0.14136946  0.11356498  0.11035922  0.1130695   0.1202348   0.15009639]",6.5625,"[-0.03906643  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.71097549 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[6.8805358 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]",0
53,"[ 0.17514326 -0.20375043  0.27467038 -0.09982031  0.04276878 -0.06379827
  0.07434736 -0.06568468  0.06482669 -0.06361486  0.01135775 -0.05595528
  0.0616289  -0.0135433   0.01024974]",0.0181573052533734,0.01779327392578125,3.894880122390478e-05,0.011530303955078125,"[-0.35552466 -0.27591263 -0.31113949 -0.33352611 -0.36539359 -0.37819424
 -0.37610306 -0.42561527 -0.58196611  0.1252407   0.07570689  0.08866586
  0.10813606  0.12179365  0.10870462  0.10652873  0.10816692  0.18376445]",5.46875,"[-0.0062541  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]","[0.62852516 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.26834235  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",0
