,MFCC,Centroid,Rolloff,Flux,Zero Crossing Rate,OSC,Low Energy,OMSC,MSFM,MSCM,Genre
380,"[ 0.13102619  0.06363613  0.0852353  -0.16269533 -0.04447876 -0.12614194
  0.05215364 -0.14356153  0.04301464 -0.07635539  0.01049199 -0.089007
  0.01581972 -0.06045339  0.01142831]",0.01880601631603649,0.00914459228515625,2.2407828691958124e-05,0.00750274658203125,"[-0.39391844 -0.33006411 -0.32726358 -0.3451593  -0.39135256 -0.42569485
 -0.43240557 -0.45697326 -0.58383942  0.13045714  0.09369935  0.11447814
  0.11194584  0.1379853   0.10873888  0.10348762  0.10355722  0.20397111]",6.71875,"[-0.05175073  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.64628233 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.07453095  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
381,"[ 0.1645096  -0.11937537  0.15601974 -0.06736099 -0.03516264 -0.12969426
 -0.01210911 -0.13866793  0.0032346  -0.05434158 -0.00703285 -0.07267943
  0.00390217 -0.0578049  -0.00474469]",0.0177094815591138,0.011385345458984375,2.662344661645929e-05,0.007936859130859375,"[-0.41975844 -0.32744365 -0.32840668 -0.35976687 -0.4014996  -0.4106423
 -0.42225244 -0.47230251 -0.5943242   0.09629741  0.08321863  0.10404829
  0.12800433  0.11419249  0.10739961  0.10929166  0.11211626  0.17913912]",5.15625,"[0.02137281 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.72469774 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.07512531 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",3
382,"[-0.00228009 -0.06064429  0.0758534  -0.10977166  0.10130977 -0.12743836
  0.09358761 -0.1249606   0.03504885 -0.12201167  0.02333712 -0.04006027
  0.01786824 -0.058378    0.01297186]",0.02556917063814488,0.030631256103515626,4.480057597849957e-05,0.01670379638671875,"[-0.35169515 -0.28762331 -0.29404262 -0.32878492 -0.34615933 -0.36620917
 -0.38788195 -0.40772193 -0.5517661   0.09743933  0.08733459  0.08684446
  0.11484211  0.12400457  0.11701546  0.11605336  0.12178339  0.23332547]",6.40625,"[0.12737957 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67819171 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.53688521  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
383,"[ 0.23585683  0.00655687  0.09361214 -0.11909261  0.01902562 -0.1253237
  0.01270955 -0.11212492 -0.00569943 -0.1029627   0.00434239 -0.10446595
 -0.00182256 -0.07028316  0.01298596]",0.015674341376627286,0.006470489501953125,3.098925419883387e-05,0.0067352294921875,"[-0.34620309 -0.29938521 -0.28876165 -0.32535662 -0.3612683  -0.38912077
 -0.41555733 -0.43757198 -0.56973378  0.07237173  0.10331216  0.10903097
  0.11848025  0.12076051  0.10849231  0.10419357  0.09626343  0.19071647]",6.5625,"[-0.01987492  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.58913133 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.81384722  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
384,"[ 0.01387482 -0.12149785  0.19087424 -0.04280289  0.0654804  -0.09906279
  0.03119661 -0.08819188  0.05212148 -0.08372938  0.03710638 -0.07402758
  0.01589944 -0.05031887  0.02770148]",0.021789643565824943,0.022777557373046875,2.4529334106671984e-05,0.01330718994140625,"[-0.37531873 -0.32400309 -0.33342709 -0.37511722 -0.3978583  -0.39484434
 -0.40474049 -0.44097643 -0.6033765   0.09332482  0.07070728  0.07771272
  0.09819782  0.08858551  0.07831997  0.08142507  0.08967821  0.20745706]",6.71875,"[0.08989986 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.63692602 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.06034033 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",3
385,"[-0.09726211  0.10389379  0.05609167 -0.07268227  0.11200209 -0.05792074
  0.14098103 -0.06543745  0.08625946 -0.07350403  0.04069001 -0.08249112
  0.02199158 -0.05812923  0.03758406]",0.02827919533475593,0.02579345703125,3.4188621413279624e-05,0.016159820556640624,"[-0.3615864  -0.30481409 -0.34112841 -0.36489788 -0.37907902 -0.41566713
 -0.42262268 -0.41992668 -0.57366533  0.10160053  0.08255573  0.07286535
  0.07134926  0.09645449  0.09902435  0.08139986  0.08191716  0.23064706]",5.78125,"[0.11242648 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.66747578 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[7.92340377 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",3
386,"[ 0.23030573 -0.00282679  0.1232211  -0.12493678  0.01875199 -0.14323094
 -0.00474307 -0.09029139 -0.02073997 -0.09077959  0.04427586 -0.09675924
  0.03904261 -0.04805198  0.00179362]",0.016714230311968732,0.011490631103515624,3.840220531909513e-05,0.00783843994140625,"[-0.38500329 -0.30463623 -0.30091631 -0.32632112 -0.36901322 -0.40176762
 -0.41228534 -0.43286146 -0.56185811  0.11704283  0.11122377  0.11207221
  0.13092438  0.13158003  0.1281054   0.10169555  0.10015319  0.18004448]",6.40625,"[0.05778238 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67227445 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.19787302  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
387,"[ 0.17386879 -0.11381873  0.03557429 -0.07543004 -0.00213659 -0.11293255
 -0.00332096 -0.14302811  0.03861764 -0.12429071  0.03933159 -0.09397758
  0.03753569 -0.0780574  -0.00623199]",0.01747656666114911,0.010195159912109375,3.2246234230614406e-05,0.0078460693359375,"[-0.4181238  -0.3027893  -0.30867548 -0.33062069 -0.36233909 -0.37858391
 -0.40170635 -0.44698317 -0.58089238  0.10147726  0.08793783  0.09488698
  0.12509668  0.12001777  0.11311181  0.09793451  0.09819852  0.21097867]",5.0,"[-0.02587457  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.65186684 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.86593241  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
388,"[ 0.01116483 -0.21870202  0.19770686 -0.1110372   0.07853021 -0.09062545
  0.04528305 -0.10513371  0.01555903 -0.1191293  -0.00983673 -0.11235014
 -0.01462765 -0.05522068  0.02864472]",0.022140067710432483,0.02702484130859375,2.9553204715092026e-05,0.01524658203125,"[-0.40626063 -0.30689838 -0.31360087 -0.3588643  -0.37137202 -0.37852993
 -0.37687464 -0.40936704 -0.57983707  0.11226056  0.0857706   0.10041131
  0.11494962  0.12512756  0.12472453  0.11100636  0.11001973  0.21180193]",6.5625,"[-0.01524226  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.58578693 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.44663298  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
389,"[ 0.21470919 -0.03509333  0.11836306 -0.07588353  0.02741733 -0.11213342
  0.01299085 -0.11727319 -0.00131536 -0.10203184  0.00584897 -0.06494255
  0.00913787 -0.07014486 -0.00768558]",0.017564413937359847,0.009325408935546875,2.495726133945422e-05,0.007342529296875,"[-0.3857042  -0.29302053 -0.30266996 -0.33376103 -0.36594337 -0.38845331
 -0.40929819 -0.44576211 -0.57401942  0.094396    0.09599538  0.10640267
  0.11402531  0.10651065  0.09859035  0.0965676   0.09799667  0.18590816]",5.9375,"[0.01198479 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.61672793 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.61846974  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
390,"[ 0.00189504 -0.03504879  0.14651001 -0.06871819  0.07559183 -0.12476568
  0.06714554 -0.09632983  0.03450339 -0.10130508  0.01710333 -0.07403028
  0.02104617 -0.07049193  0.01144289]",0.024433114838701482,0.02516937255859375,2.141216710503773e-05,0.0147064208984375,"[-0.39528221 -0.30817023 -0.31545122 -0.3498135  -0.3768248  -0.40073067
 -0.4078479  -0.41958728 -0.59574027  0.12376579  0.08163934  0.08726273
  0.09461974  0.0980289   0.10635571  0.10487435  0.08957554  0.2317415 ]",7.65625,"[0.07194606 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.60227544 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.34928332  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
391,"[ 0.03191469 -0.2043767   0.20774725  0.00321687  0.06472352 -0.11536906
 -0.02764312 -0.09770192  0.03749518 -0.13004434 -0.000584   -0.1152132
  0.00084509 -0.06305543 -0.01503269]",0.020156221541231017,0.0181488037109375,4.3098985993990474e-05,0.0119598388671875,"[-0.36391707 -0.30880347 -0.30653643 -0.35152661 -0.37367007 -0.37218961
 -0.37740748 -0.42993353 -0.56809682  0.09317262  0.10792307  0.11462555
  0.11733235  0.117074    0.13226498  0.11899897  0.12665384  0.20355104]",6.71875,"[0.10242717 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.61806388 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.82003074  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
392,"[ 0.09265173 -0.06175051  0.11322575 -0.06579814  0.11601393 -0.10146992
 -0.01697368 -0.09816603  0.03919567 -0.12044762  0.04304973 -0.06039974
  0.00178527 -0.0837281  -0.00466209]",0.020574333870154164,0.014746856689453126,2.3967646335970404e-05,0.01022186279296875,"[-0.36523659 -0.30843229 -0.32245285 -0.36136213 -0.38369718 -0.39530201
 -0.41587446 -0.42586342 -0.58280548  0.09512286  0.10298242  0.11144964
  0.11940836  0.12080804  0.12947154  0.10494975  0.09628584  0.20736839]",5.15625,"[0.07575116 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.6436543 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[11.58463978  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
393,"[-0.00978871 -0.06158335  0.21998293 -0.08429632 -0.07455231 -0.12997263
 -0.03674923 -0.13722084  0.03536852 -0.09055495  0.06777843 -0.07447926
  0.03743821 -0.0469021  -0.00075428]",0.023213042671722004,0.023342132568359375,4.058892976243585e-05,0.013817596435546874,"[-0.37664885 -0.29986378 -0.28779259 -0.28544333 -0.36886807 -0.37874816
 -0.36302849 -0.4018023  -0.55455126  0.10636912  0.09063314  0.09770133
  0.08745991  0.10788313  0.11059408  0.10732566  0.11202114  0.2154808 ]",5.9375,"[-0.04533195  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.5795481 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[13.2328971  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",3
394,"[ 0.05181359  0.01764605  0.14912081 -0.14097698  0.04740458 -0.16366987
  0.05035215 -0.12296888  0.02091696 -0.10769548  0.01735637 -0.06747389
  0.02235848 -0.08877828 -0.02992128]",0.022539778611311283,0.014688873291015625,2.5521131602720575e-05,0.010797882080078125,"[-0.3925865  -0.27845287 -0.2880862  -0.32024025 -0.36229032 -0.3901125
 -0.39922492 -0.40649226 -0.58320895  0.10278858  0.07001024  0.08508273
  0.10302899  0.10813893  0.09980364  0.09742002  0.0904229   0.23424285]",6.25,"[0.08211524 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.61219072 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.32714839  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
395,"[ 0.06805207  0.03225711  0.17636721 -0.04977175  0.00400616 -0.10649676
  0.0299181  -0.13571071 -0.0047451  -0.08105588  0.01151368 -0.10043754
  0.00562098 -0.09315943 -0.02411512]",0.021822843225144967,0.0166290283203125,2.425232088390904e-05,0.00979156494140625,"[-0.41282922 -0.30062098 -0.32168602 -0.36828983 -0.41017575 -0.42086558
 -0.42618037 -0.4470928  -0.5816462   0.09701978  0.09721355  0.10533133
  0.12379003  0.12179007  0.10336479  0.11232267  0.09679839  0.19941048]",6.875,"[0.10521865 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.59758938 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.77546757 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",3
396,"[ 0.12147748 -0.12339985  0.27117601 -0.16590239  0.10869197 -0.10876782
  0.09114247 -0.04811757  0.04665229 -0.06027822  0.06239529 -0.05305217
  0.0150692  -0.05369745 -0.00034312]",0.020623925318870966,0.020561981201171874,1.8375613109702947e-05,0.012039947509765624,"[-0.40705903 -0.30412637 -0.3379177  -0.37083565 -0.39495337 -0.4136779
 -0.4123898  -0.43279386 -0.60520309  0.15046317  0.09210242  0.09265703
  0.11735535  0.12099686  0.11410896  0.10876258  0.10623547  0.20275635]",5.625,"[-0.03761511  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.61383165 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.33418262  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
397,"[-0.04849885  0.01561717  0.09833186 -0.03338567  0.06075907 -0.10869675
  0.02198717 -0.09463878  0.02276517 -0.06939121  0.02635487 -0.07634642
  0.02443647 -0.08145103  0.00215345]",0.025998839220809346,0.019437408447265624,3.2127137613812475e-05,0.01237030029296875,"[-0.39390741 -0.30930742 -0.32996773 -0.347749   -0.37914052 -0.38498396
 -0.39793549 -0.40584692 -0.55660662  0.10759352  0.10430668  0.12534082
  0.1194703   0.11853367  0.11263066  0.10336141  0.09031528  0.21690704]",6.5625,"[0.06584637 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.60961197 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.54889229  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
398,"[ 0.09424706 -0.00175729  0.05462566 -0.16922548  0.01992081 -0.13885329
  0.02561084 -0.09659327  0.01786785 -0.13366989 -0.00586141 -0.10909277
  0.01920956 -0.08681279 -0.01482368]",0.021365433030517172,0.01415557861328125,3.308470768048984e-05,0.010515594482421875,"[-0.40216108 -0.28821696 -0.28565259 -0.31060632 -0.33926787 -0.37461483
 -0.39429478 -0.40920838 -0.5635247   0.09296799  0.08319602  0.09593534
  0.09653285  0.10679272  0.09473047  0.09056898  0.09357326  0.21767023]",5.625,"[0.17071824 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.60112321 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.24434565  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
399,"[ 0.09424706 -0.00175729  0.05462566 -0.16922548  0.01992081 -0.13885329
  0.02561084 -0.09659327  0.01786785 -0.13366989 -0.00586141 -0.10909277
  0.01920956 -0.08681279 -0.01482368]",0.021365433030517172,0.01415557861328125,3.308470768048984e-05,0.010515594482421875,"[-0.40216108 -0.28821696 -0.28565259 -0.31060632 -0.33926787 -0.37461483
 -0.39429478 -0.40920838 -0.5635247   0.09296799  0.08319602  0.09593534
  0.09653285  0.10679272  0.09473047  0.09056898  0.09357326  0.21767023]",5.625,"[0.17071824 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.60112321 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.24434565  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",3
400,"[ 0.0289764  -0.2705675   0.07865798 -0.17293167  0.04389251 -0.08315905
  0.10404766 -0.04278585  0.07479926 -0.08682429  0.06032728 -0.04055483
  0.05787347 -0.02118995  0.03908117]",0.020591333713359243,0.020351409912109375,3.365901475959593e-05,0.012413787841796874,"[-0.33952995 -0.31902593 -0.33210942 -0.33731674 -0.33949186 -0.36275703
 -0.36968931 -0.40576864 -0.57925475  0.11618857  0.0609021   0.07012951
  0.10890763  0.12351839  0.10879429  0.09748869  0.10088104  0.2177103 ]",4.53125,"[0.02846133 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.63549698 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.65185941  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
401,"[-0.10436844 -0.02448559  0.29308627  0.02096761  0.0706187  -0.01089941
  0.07499207 -0.08102998  0.07775887 -0.07329818  0.00083688 -0.06729706
 -0.0396943  -0.06379366 -0.01070449]",0.023656188891249708,0.017807769775390624,5.693213289542796e-05,0.0089080810546875,"[-0.35440631 -0.25987722 -0.32932103 -0.35911902 -0.38604467 -0.38564502
 -0.36497321 -0.3917547  -0.52264442  0.09110806  0.13298739  0.10494237
  0.11367929  0.12366048  0.10932255  0.10123481  0.11064778  0.18429526]",4.6875,"[0.23069969 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67569877 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.13531023  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
402,"[ 0.27307418 -0.09205109  0.05849457 -0.11858356  0.01781353 -0.0806983
  0.06573858 -0.11075407  0.03658608 -0.09257803 -0.01410351 -0.08790295
  0.01806713 -0.05040617  0.02834079]",0.014438685728478017,0.009609222412109375,3.709028841959086e-05,0.00709686279296875,"[-0.39076206 -0.30397735 -0.30844189 -0.33620691 -0.35655767 -0.39379487
 -0.41464544 -0.45307995 -0.58657172  0.11196303  0.08781695  0.09815067
  0.10984914  0.12709076  0.11508228  0.09749846  0.09947991  0.18807076]",5.3125,"[0.11124383 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64225614 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.11575821  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
403,"[-0.00303443 -0.04126017  0.16871379 -0.0021578   0.1441249  -0.03686761
  0.08550612 -0.09207463  0.0379415  -0.05964697  0.02457757 -0.05339805
  0.01327752 -0.07871496  0.02642526]",0.023110058689543862,0.017156982421875,6.15671807887276e-05,0.009881591796875,"[-0.28775835 -0.26166048 -0.29536998 -0.33646974 -0.35983226 -0.35086352
 -0.36469624 -0.38396    -0.51877691  0.05690364  0.1157251   0.09108105
  0.10617316  0.11734328  0.10303714  0.09503345  0.08751464  0.18608074]",6.5625,"[0.18188992 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.62247295 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.82015932 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
404,"[ 0.07711911  0.08182829  0.14518307  0.05077537  0.10083392 -0.04253323
  0.06696832 -0.03252891  0.04515453 -0.07712844  0.02101659 -0.03953088
  0.02301229 -0.01626281  0.01906299]",0.01777124397058176,0.009906768798828125,4.363447788049896e-05,0.006951904296875,"[-0.36719566 -0.30256135 -0.33109332 -0.37532532 -0.40273637 -0.41500931
 -0.43037187 -0.44540715 -0.54320672  0.14107235  0.11896179  0.10487683
  0.11746395  0.11761169  0.10977743  0.10256025  0.08934217  0.16620849]",5.78125,"[0.28912676 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67109111 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.65722728 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
405,"[ 0.04287685  0.01644924  0.13322616 -0.10356074  0.10066455 -0.09462852
  0.08575916 -0.09184056  0.05830015 -0.05789824  0.03775876 -0.07096504
  0.02641909 -0.04795407  0.0068863 ]",0.02338826183615214,0.019431304931640626,4.798177594043694e-05,0.01168975830078125,"[-0.32929433 -0.25692558 -0.28119341 -0.29595676 -0.33028724 -0.35736994
 -0.36900046 -0.37361022 -0.54129062  0.11553213  0.09644046  0.08214579
  0.08458577  0.09762509  0.10289942  0.08931344  0.08047964  0.21681881]",4.53125,"[0.27587952 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64311421 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.68011043  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
406,"[-0.08886163  0.11907928  0.15321427 -0.03596479  0.08833228 -0.04636269
  0.07466734 -0.04823426  0.01528482 -0.09387804  0.00983213 -0.0793861
  0.00752126 -0.04269404  0.00122707]",0.02510437519797154,0.020135498046875,5.6478439706471446e-05,0.012091064453125,"[-0.31523926 -0.29890325 -0.31637376 -0.35466536 -0.3717352  -0.3954875
 -0.39888896 -0.4022134  -0.51439209  0.08861139  0.10078259  0.12450516
  0.09917175  0.10101475  0.09291392  0.09212079  0.09174376  0.18376968]",5.46875,"[0.27300111 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.68396275 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.40275892 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
407,"[ 8.66835140e-02 -8.88162545e-02  9.63152572e-02 -7.46981894e-02
  4.32457940e-02  9.69137039e-03  9.85015172e-02 -4.78708176e-02
  4.40122614e-02 -8.67725286e-02  2.02836427e-02 -5.04193727e-02
  5.07404099e-02 -2.93597215e-06  4.11258613e-02]",0.019047516083450927,0.011290740966796876,5.506197316173852e-05,0.008129119873046875,"[-0.34189394 -0.28765857 -0.31852887 -0.33879655 -0.34723341 -0.37123059
 -0.376449   -0.40705119 -0.52059311  0.12389398  0.10837901  0.10227885
  0.11919452  0.14528954  0.11724064  0.10407203  0.09764403  0.16967312]",5.46875,"[0.20475379 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.5745226 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[11.11700318  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
408,"[-0.40098506 -0.06401449 -0.00092581 -0.28672084  0.06598193 -0.13063494
  0.05000011 -0.09445701  0.06612583 -0.05803283  0.11306594 -0.02725782
  0.02272855 -0.09769085 -0.05135503]",0.03497033294459351,0.043421173095703126,1.710438261738539e-05,0.024617767333984374,"[-0.48649003 -0.40641155 -0.41825183 -0.41591365 -0.42314411 -0.44903953
 -0.44475367 -0.41789678 -0.60040289  0.11707275  0.0671277   0.06940503
  0.14780364  0.13021146  0.11947686  0.10036023  0.09986356  0.24811333]",4.375,"[-0.17467097  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.67591864 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.19438826 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
409,"[-0.12768519 -0.0383266   0.20763119 -0.10987737  0.07428763 -0.08857017
  0.08086401 -0.09061763  0.05438873 -0.07765113  0.07258151 -0.03855243
  0.03557774 -0.07356326  0.00097011]",0.026920395875020008,0.028160858154296874,4.2577711940002166e-05,0.0181793212890625,"[-0.3597144  -0.29350319 -0.32992204 -0.34570863 -0.38523032 -0.39980994
 -0.39813344 -0.40355203 -0.57409232  0.09647436  0.0649406   0.07741648
  0.10094983  0.11250677  0.09774255  0.11082821  0.099573    0.22716223]",7.5,"[0.21183656 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.71448835 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[7.69440716 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
410,"[ 0.01162804 -0.16971842  0.14577511 -0.02545035  0.09935671 -0.15852316
  0.04328074 -0.08159125  0.014184   -0.11899215  0.02970499 -0.06325767
  0.00205013 -0.08756127  0.01503375]",0.021444947899266837,0.019269561767578124,4.617181780589342e-05,0.013417816162109375,"[-0.37075358 -0.27891016 -0.28249124 -0.32975018 -0.34873596 -0.34920805
 -0.36752556 -0.39482384 -0.57031952  0.10087037  0.06372772  0.07296952
  0.08813967  0.08979667  0.09403027  0.10550228  0.08384895  0.21995772]",6.5625,"[0.14459219 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.66924877 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.47322875  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
411,"[ 0.17717225 -0.03450733  0.15903239 -0.0876674   0.01364145 -0.10093712
  0.04204054 -0.12496649  0.02324542 -0.11290277  0.03171405 -0.09107643
  0.01601346 -0.0910209  -0.02546911]",0.01712863275286069,0.00968475341796875,4.21895101922771e-05,0.00726776123046875,"[-0.35959444 -0.26567642 -0.26812359 -0.31060643 -0.3536447  -0.38413182
 -0.38858333 -0.4203356  -0.57006601  0.10493923  0.08203656  0.0884359
  0.10147992  0.11917164  0.11186213  0.10402049  0.09744922  0.20784926]",5.3125,"[0.15325053 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.61519266 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.09135293  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
412,"[ 0.14863015 -0.07895662  0.1664808  -0.11256252  0.09957189 -0.06213671
  0.0916516  -0.07842257  0.06238112 -0.08938761  0.02276496 -0.08165553
 -0.00742309 -0.09973181  0.02445069]",0.018391706544609716,0.01172943115234375,4.666407808941247e-05,0.008872222900390626,"[-0.34072452 -0.24756479 -0.26677827 -0.31348918 -0.33402482 -0.35717152
 -0.37059836 -0.39800638 -0.56228406  0.12140958  0.07487854  0.07593897
  0.0820442   0.11641873  0.1040071   0.09334743  0.09253512  0.20773069]",6.09375,"[0.15588932 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.61298585 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.68492835  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
413,"[ 0.02689284  0.01052984  0.15864465 -0.12801151  0.00913969 -0.10500692
  0.05769119 -0.1612378  -0.0020231  -0.07653275  0.05328584 -0.0678914
  0.0607534  -0.03524226  0.03493736]",0.022934782507608997,0.018329620361328125,4.768839714532736e-05,0.01118316650390625,"[-0.30763951 -0.26908932 -0.27214483 -0.29945724 -0.34912256 -0.37383213
 -0.36772436 -0.38688882 -0.54964749  0.06003331  0.06986783  0.07440119
  0.11169852  0.11878262  0.11080428  0.09521484  0.08863     0.22151441]",5.0,"[0.32079806 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.60491766 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.75627251  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
414,"[ 0.04340812 -0.04784761  0.26210193 -0.14458875  0.01490497 -0.09463984
  0.02363146 -0.13262615  0.04397768 -0.07100493  0.03552953 -0.06990243
 -0.0025867  -0.08224545 -0.02717102]",0.022719501365857642,0.0223876953125,4.394763809354074e-05,0.012595367431640626,"[-0.38596374 -0.24598604 -0.27836801 -0.29620305 -0.34510274 -0.3643366
 -0.35264012 -0.38022575 -0.53412387  0.14550474  0.07528674  0.10253447
  0.09761814  0.11070417  0.09781674  0.0956846   0.10175645  0.19428958]",5.78125,"[0.12964592 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.57193182 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.7842419  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",4
